Flag,avg_Time_Between_Sent_Trans,avg_Time Between_Receive_Trans,send_Trans,receive_Trans,min_Value_Sent_to_Contract,max_Value_Sent_to_Contract,avg_Value_Sent_to_Contract,Total_Trans,Total_Ether_Sent,Total_Ether_Received,Total_Ether_Balance
0,6736.68,1019.6,16,73,0.0,0.0,0.0,89,9.026072908,9.03258,0.006507092
0,17363.42,3975.35,4,2,0.0,0.0,0.0,6,31.672988,13.99,-17.682988
0,0.0,0.0,1,1,0.0,0.0,0.0,2,12.12300879,12.12362879,0.00062
0,160.19,0.15,2,2,0.0,0.0,0.0,4,100.9990158,101.0,0.000984218
0,3.54,3346.38,2,2,0.0,0.0,0.0,4,1.20143483,1.202274835,0.000840005
0,0.0,4097.93,0,47,0.0,0.0,0.0,48,0.0,558.6370505,558.6370505
0,152.67,0.0,2,1,0.0,0.0,0.0,3,100.9985715,101.0,0.001428506
0,0.0,0.0,1,1,0.0,0.0,0.0,2,2.39400649,2.39451049,0.000504
0,22.91,0.0,3,1,0.0,0.0,0.0,4,100.998446,101.0,0.0015539999999999
0,6.38,2935.83,68,70,0.0,0.0,0.0,138,141.23839109999997,141.2676352,0.029244115
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.70640002,0.70724002,0.00084
0,162.63,0.43,2,2,0.0,0.0,0.0,4,100.9990158,101.0,0.000984218
0,71.83,27.81,5304,4698,0.0,0.0,0.0,10002,1137736.345,385159.4122,-752576.9329
0,3.59,0.0,3,2,0.0,0.0,0.0,5,2000.998585,2001.0,0.001414909
0,26.18,20470.41,4,4,0.0,0.0,0.0,8,24.93543903,24.94772779,0.01228876
0,10.53,2020.11,9,12,0.0,0.0,0.0,21,80.52045411,80.52458359999999,0.004129493
0,159.52,0.0,2,1,0.0,0.0,0.0,3,100.9990158,101.0,0.000984218
0,2411.88,84822.03,11,4,0.0,0.0,0.0,15,1.23999768,1.27532199,0.03532431
0,3827.27,1074.42,64,1560,0.0,0.0,0.0,1624,3069.472425,3111.258825,41.78640022
0,22.77,0.0,3,1,0.0,0.0,0.0,4,100.998446,101.0,0.0015539999999999
0,484.97,13360.06,22,17,0.0,0.0,0.0,39,4.46766152,4.47824154,0.01058002
0,16472.66,8727.64,45,20,0.0,0.0,0.0,65,41.02347174,40.10491576,-0.918555982
0,0.0,1995.75,0,160,0.0,0.0,0.0,161,0.0,107.2089593,107.2089593
0,1.88,0.0,3,2,0.0,0.0,0.0,5,2000.998585,2001.0,0.001414909
0,367.75,5872.92,1259,69,0.0,0.0,0.0,1329,6278.647585,2778.180693,-3500.466893
0,0.0,0.0,1,1,0.0,0.0,0.0,2,1.358735,1.373735,0.015
0,5487.5,22466.36,14,28,0.0,0.0,0.0,42,12.89323437,18.28436324,5.391128874
0,2516.11,10216.0,12,27,0.0,0.0,0.0,39,2.41363522,2.41867522,0.00504
0,0.0,44163.43,0,2,0.0,0.0,0.0,3,0.0,509.0,509.0
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.29938,0.3,0.00062
0,163.85,0.0,2,1,0.0,0.0,0.0,3,100.9990158,101.0,0.000984218
0,0.0,0.0,1,1,0.0,0.0,0.0,2,1.465969144,1.46644078,0.000471636
0,1.56,0.0,3,2,0.0,0.0,0.0,5,2000.998585,2001.0,0.001414909
0,0.0,2762.25,0,76,0.0,0.0,0.0,77,0.0,18.28040267,18.28040267
0,0.0,3801.67,0,84,0.0,0.0,0.0,85,0.0,99.67635547,99.67635547
0,161.61,0.94,2,2,0.0,0.0,0.0,4,100.9990158,101.0,0.000984218
0,0.0,11594.2,0,18,0.0,0.0,0.0,19,0.0,1226.331962,1226.331962
0,7.4,1945.73,41,41,0.0,0.0,0.0,82,4.41843538,4.43565538,0.01722
0,136.47,482175.49,4,2,0.0,0.0,0.0,6,30.12107962,30.1222493,0.00116968
0,0.0,6682.47,0,82,0.0,0.0,0.0,83,0.0,17.96526264,17.96526264
0,0.0,12143.51,0,24,0.0,0.0,0.0,25,0.0,18.85476593,18.85476593
0,8691.1,4980.4,2,3,0.0,0.0,0.0,5,6.257462,6.25834463,0.00088263
0,0.0,2405.98,0,118,0.0,0.0,0.0,119,0.0,47.60848499,47.60848499
0,0.0,1346.79,0,143,0.0,0.0,0.0,144,0.0,15.89998028,15.89998028
0,18151.95,29228.1,7,5,0.0,0.0,0.0,12,36.41967252,36.42376702,0.004094496
0,21.68,0.0,3,1,0.0,0.0,0.0,4,100.998446,101.0,0.0015539999999999
0,1.35,0.68,3,2,0.0,0.0,0.0,5,2000.998585,2001.0,0.001414909
0,161.55,0.82,2,2,0.0,0.0,0.0,4,100.9989738,101.0,0.001026218
0,5.71,5707.63,2,3,0.0,0.0,0.0,5,5.39554933,5.39779878,0.00224945
0,0.0,0.0,1,1,0.0,0.0,0.0,2,9.999528364,10.0,0.000471636
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.22505522,0.22555922,0.000504
0,4.81,0.0,4,2,0.0,0.0,0.0,6,2000.998113,2001.0,0.001886545
0,103.49,0.0,3,1,0.0,0.0,0.0,4,100.9985118,101.0,0.001488218
0,160.58,0.0,2,1,0.0,0.0,0.0,3,100.9990158,101.0,0.000984218
0,3070.03,35556.84,51,23,0.0,0.0,0.0,74,35.67806737,29.38156653,-6.29650084
0,160.38,0.6,2,2,0.0,0.0,0.0,4,100.9990158,101.0,0.000984218
0,231.96,112125.71,8,9,0.0,0.0,0.0,17,48.81820087,48.82990775,0.011706884
0,6.29,0.0,3,2,0.0,0.0,0.0,5,2000.998585,2001.0,0.001414909
0,0.0,824.57,0,275,0.0,0.0,0.0,276,0.0,359.061997,359.061997
0,20437.43,47057.88,15,3,0.0,0.0,0.0,18,1.803776506,0.613,-1.190776506
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.380555036,0.381175036,0.00062
0,6.44,76.03,5,5,0.0,0.0,0.0,10,34.49644079,34.5,0.003559205
0,15.95,0.0,4,1,0.0,0.0,0.0,5,100.9979,101.0,0.0021
0,0.0,0.0,1,1,0.0,0.0,0.0,2,1.11455294,1.11675294,0.0022
0,0.0,3396.11,0,72,0.0,0.0,0.0,73,0.0,60.43698417,60.43698417
0,0.93,1748.94,64,64,0.0,0.0,0.0,128,12.85341676,12.90717676,0.05376
0,0.0,2426.58,0,117,0.0,0.0,0.0,118,0.0,99.94944496,99.94944496
0,0.0,191.0,0,1624,0.0,0.0,0.0,1624,0.0,0.0,0.0
0,17.24,1420.14,203,204,0.0,0.0,0.0,407,2195.600877,2196.294011,0.6931341999999999
0,3294.21,5448.4,129,107,0.0,0.0,0.0,236,4634.55541,4701.669218999999,67.11380848
0,18.7,365.31,1058,1063,0.0,0.0,0.0,2121,345.5720759,346.0164569,0.444381
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.009418468,0.01,0.000581532
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.179795396,0.18071719,0.000921794
0,9.49,11318.66,47,51,0.0,0.0,0.0,98,42.18801585,42.31458197,0.126566116
0,0.0,0.0,1,1,0.0,0.0,0.0,2,2.199496,2.2,0.000504
0,159.96,0.6,2,2,0.0,0.0,0.0,4,100.9990158,101.0,0.000984218
0,3.23,0.0,3,2,0.0,0.0,0.0,5,2000.998585,2001.0,0.001414909
0,134.97,8427.96,103,105,0.0,0.0,0.0,208,107.385162,107.6184304,0.23326833
0,0.0,0.0,0,1,0.0,0.0,0.0,1,0.0,1.84447207,1.84447207
0,28424.74,23213.4,16,9,0.0,0.0,0.0,25,6.38254529,6.39942711,0.01688182
0,329.02,1898.84,42,43,0.0,0.0,0.0,85,4.57354835,4.59120935,0.017661
0,0.0,3309.56,0,16,0.0,0.0,0.0,17,0.0,1211.9614,1211.9614
0,11.52,8965.07,35,35,0.0,0.0,0.0,70,1.662474332,1.678830057,0.016355725
0,163.93,0.0,2,1,0.0,0.0,0.0,3,100.9990158,101.0,0.000984218
0,22.18,0.0,3,1,0.0,0.0,0.0,4,100.998446,101.0,0.0015539999999999
0,1363.42,1856.04,34,401,0.0,0.0,0.0,435,1110.293427,1110.312284,0.018856844
0,0.0,0.0,0,1,0.0,0.0,0.0,2,0.0,2.44536818,2.44536818
0,0.0,6436.01,0,91,0.0,0.0,0.0,92,0.0,27.72145346,27.72145346
0,0.0,781.62,1,2,0.0,0.0,0.0,3,0.0,0.018003663,0.018003663
0,0.0,0.0,1,1,0.0,0.0,0.0,2,1.09285551,1.09335951,0.000504
0,131125.24,56578.38,2,7,0.0,0.0,0.0,9,1.501,166.02866730000005,164.52766730000005
0,3037.03,12801.65,4,5,0.0,0.0,0.0,9,5.623236,5.625,0.001764
0,0.0,1647.44,0,139,0.0,0.0,0.0,140,0.0,151.2160301,151.2160301
0,27916.36,2700.56,6,8,0.0,0.0,0.0,14,48.83477441,48.8374,0.00262559
0,0.0,4049.26,0,56,0.0,0.0,0.0,57,0.0,29.9741884,29.9741884
0,0.0,5931.59,0,57,0.0,0.0,0.0,58,0.0,25.83669695,25.83669695
0,5.22,0.0,3,2,0.0,0.0,0.0,5,2000.998585,2001.0,0.001414909
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.269403924,0.26987556,0.000471636
0,0.0,0.0,1,1,0.0,0.0,0.0,2,10.17154968,10.17205368,0.000504
0,23.86,0.49,3,2,0.0,0.0,0.0,5,100.9979759,101.0,0.002024127
0,0.0,0.0,1,1,0.0,0.0,0.0,2,9.9978,10.0,0.0022
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.99938,1.0,0.00062
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.1793799999999999,0.18,0.00062
0,276.53,2096.14,105,83,0.0,0.0,0.0,188,3050.7610210000007,3050.833773,0.072752844
0,166.16,0.21,2,2,0.0,0.0,0.0,4,100.9989738,101.0,0.001026218
0,0.0,0.0,1,1,0.0,0.0,0.0,2,64.86670699999999,64.867547,0.00084
0,2104.21,5422.52,3,2,0.0,0.0,0.0,5,0.196273576,0.19819913,0.001925554
0,106.06,7808.66,99,100,0.0,0.0,0.0,199,104.8139938,104.8997309,0.08573712
0,80.35,0.84,4,2,0.0,0.0,0.0,6,100.9980316,101.0,0.001968437
0,165.27,0.7,2,2,0.0,0.0,0.0,4,100.9989738,101.0,0.001026218
0,36.82,2261.81,24,24,0.0,0.0,0.0,48,277.0234066,277.0342855,0.010878908
0,2059.98,7971.34,55,58,0.0,0.0,0.0,113,131.50968970000002,131.3774116,-0.132278095
0,0.0,7559.25,0,30,0.0,0.0,0.0,31,0.0,26.80862106,26.80862106
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.294453043,0.2955,0.001046957
0,23.84,0.18,3,2,0.0,0.0,0.0,5,100.9984519,101.0,0.001548055
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.328860356,0.32940511,0.000544754
0,18.32,0.0,3,1,0.0,0.0,0.0,4,100.998446,101.0,0.0015539999999999
0,0.0,8540.11,0,24,0.0,0.0,0.0,25,0.0,1302.58,1302.58
0,19815.22,106764.47,14,6,0.0,0.0,0.0,20,6.462237,4.11461982,-2.34761718
0,6.14,62.16,9997,3,0.0,0.0,0.0,13128,0.005608327,45.0,44.99439167
0,8521.89,7446.07,66,16,0.0,0.0,0.0,82,115.195,115.2543787,0.0593786999999999
0,23.55,0.44,3,2,0.0,0.0,0.0,5,100.9984444,101.0,0.001555573
0,0.0,0.0,0,1,0.0,0.0,0.0,1,0.0,0.12641884,0.12641884
0,1.24,0.07,3,2,0.0,0.0,0.0,5,2000.998585,2001.0,0.001414909
0,32184.54,45861.57,3,7,0.0,0.0,0.0,10,360.542102,360.545,0.002898
0,4222.44,1244.43,3,45,0.0,0.0,0.0,48,6.017316658,6.018639658,0.001323
0,157.73,0.0,2,1,0.0,0.0,0.0,3,100.9990158,101.0,0.000984218
0,26.52,0.0,2,1,0.0,0.0,0.0,3,100.99895,101.0,0.00105
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.04938,0.05,0.00062
0,161.55,0.63,2,2,0.0,0.0,0.0,4,100.9990158,101.0,0.000984218
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.14192875,0.14254875,0.00062
0,1.12,0.07,3,2,0.0,0.0,0.0,5,2000.998585,2001.0,0.001414909
0,34782.5,52001.03,7,7,0.0,0.0,0.0,14,6.4873635,6.49974161,0.01237811
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.061521135,0.062141135,0.00062
0,0.0,3420.64,0,83,0.0,0.0,0.0,84,0.0,66.53886848,66.53886848
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.10861394,0.1094,0.00078606
0,305.22,264489.01,5,3,0.0,0.0,0.0,8,13.11787617,13.11982281,0.00194664
0,1.03,12437.77,16,16,0.0,0.0,0.0,32,27.24006672,27.25442392,0.0143572
0,39172.64,52599.21,2,5,0.0,0.0,0.0,7,0.59780523,0.59849623,0.000691
0,163.19,0.37,2,2,0.0,0.0,0.0,4,100.9990158,101.0,0.000984218
0,29673.5,9589.24,22,6,0.0,0.0,0.0,28,12.33924,12.4752274,0.1359874
0,0.0,0.0,1,1,0.0,0.0,0.0,2,5.998953042999999,6.0,0.001046957
0,95997.34,24287.63,8,5,0.0,0.0,0.0,13,19.00916063,19.22649206,0.217331427
0,570.27,80707.17,2,4,0.0,0.0,0.0,6,1.0,1.638,0.638
0,8252.81,13955.93,16,48,0.0,0.0,0.0,64,307.3920092,307.4033737,0.011364502
0,0.0,1619.66,0,140,0.0,0.0,0.0,141,0.0,236.22537480000005,236.22537480000005
0,4559.52,11437.51,73,37,0.0,0.0,0.0,110,1206.983613,1192.477393,-14.50622072
0,5217.07,5819.92,127,57,0.0,0.0,0.0,184,336.4221974,307.0349073000001,-29.38729011
0,1281.65,920.14,128,98,0.0,0.0,0.0,226,360.4554334,360.5789308,0.12349736
0,2.48,3660.15,4,4,0.0,0.0,0.0,8,127.5469736,127.549979,0.003005425
0,0.0,3067.91,0,169,0.0,0.0,0.0,170,0.0,39.48784328,39.48784328
0,27805.31,46509.98,21,8,0.0,0.0,0.0,29,27.22,21.306310600000003,-5.9136894
